NI011945,            BOB 01,     00,
19450429, 1800,  , NA, 11.7N, 92.5E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450430, 0000,  , NA, 11.8N, 92.3E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450430, 0600,  , NA, 12.2N, 91.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450430, 1200,  , NA, 12.6N, 91.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450430, 1800,  , NA, 13.2N, 90.2E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450501, 0000,  , NA, 13.8N, 89.3E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450501, 0600,  , NA, 14.6N, 88.9E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450501, 1200,  , NA, 15.6N, 89.3E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450501, 1800,  , NA, 16.4N, 89.9E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450502, 0000,  , NA, 17.0N, 90.6E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NI021945,            BOB 02,     00,
19450625, 1800,  , NA, 22.9N, 84.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450626, 0000,  , NA, 23.0N, 84.4E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450626, 0600,  , NA, 23.0N, 84.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450626, 1200,  , NA, 23.1N, 83.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450626, 1800,  , NA, 23.1N, 83.5E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450627, 0000,  , NA, 23.2N, 83.2E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450627, 0600,  , NA, 23.2N, 83.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450627, 1200,  , NA, 23.3N, 82.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450627, 1800,  , NA, 23.5N, 82.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450628, 0000,  , NA, 23.6N, 80.6E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450628, 0600,  , NA, 23.8N, 79.5E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450628, 1200,  , NA, 24.0N, 78.6E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450628, 1800,  , NA, 24.3N, 77.6E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450629, 0000,  , NA, 24.7N, 76.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450629, 0600,  , NA, 25.0N, 75.8E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450629, 1200,  , NA, 25.2N, 75.4E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450629, 1800,  , NA, 25.4N, 74.8E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450630, 0000,  , NA, 25.7N, 74.2E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NI031945,            BOB 03,     00,
19450706, 1800,  , NA, 19.5N, 89.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450707, 0000,  , NA, 19.8N, 89.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450707, 0600,  , NA, 20.0N, 88.8E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450707, 1200,  , NA, 20.3N, 88.5E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450707, 1800,  , NA, 20.7N, 88.3E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450708, 0000,  , NA, 21.0N, 88.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450708, 0600,  , NA, 21.2N, 87.8E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450708, 1200,  , NA, 21.2N, 87.4E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450708, 1800,  , NA, 21.2N, 87.2E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450709, 0000,  , NA, 21.3N, 86.9E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NI041945,            BOB 04,     00,
19450720, 1800,  , NA, 17.3N, 88.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450721, 0000,  , NA, 17.6N, 88.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450721, 0600,  , NA, 18.1N, 88.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450721, 1200,  , NA, 18.7N, 88.0E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450721, 1800,  , NA, 19.5N, 87.9E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450722, 0000,  , NA, 20.2N, 87.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NI051945,            BOB 05,     00,
19450830, 1800,  , NA, 15.6N, 84.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450831, 0000,  , NA, 15.6N, 84.3E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450831, 0600,  , NA, 15.6N, 84.1E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450831, 1200,  , NA, 15.6N, 83.9E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450831, 1800,  , NA, 15.6N, 83.7E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450901, 0000,  , NA, 15.7N, 83.5E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NI061945,            BOB 06,     00,
19450905, 1800,  , NA, 17.8N, 90.4E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19450906, 0000,  , NA, 18.0N, 90.2E, 0, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
